WKT,name,description
"POLYGON ((106.8231521 -6.1798952, 106.8236242 -6.1803645, 106.8242465 -6.1803645, 106.8250619 -6.1803432, 106.8258558 -6.1803219, 106.8267141 -6.1803005, 106.8273578 -6.1802792, 106.8279157 -6.1802366, 106.8284951 -6.1802366, 106.8291603 -6.1802152, 106.8300186 -6.1802152, 106.8307052 -6.1802152, 106.8310271 -6.1800232, 106.8310271 -6.1796819, 106.8307696 -6.1792979, 106.8303619 -6.1790846, 106.8303619 -6.1787859, 106.8307267 -6.1785086, 106.8302332 -6.1781672, 106.8298255 -6.1777406, 106.8298898 -6.1770366, 106.8299328 -6.1761193, 106.8299113 -6.1753513, 106.8299113 -6.174754, 106.8299113 -6.1740713, 106.8298255 -6.1734953, 106.8294178 -6.1733246, 106.8290745 -6.1730686, 106.8291388 -6.172578, 106.8291817 -6.1719593, 106.8291174 -6.171618, 106.8284093 -6.171554, 106.8274008 -6.1715326, 106.8263922 -6.1715326, 106.8255339 -6.1715326, 106.8246327 -6.1715326, 106.8233882 -6.1715326, 106.8232809 -6.1722366, 106.8232809 -6.1730046, 106.8232165 -6.1739646, 106.8231736 -6.1749033, 106.8231521 -6.1759273, 106.8231521 -6.1768659, 106.8231521 -6.1778046, 106.8231521 -6.1789139, 106.8231521 -6.1798952))",Taman Monas,
