WKT,name,description
"POLYGON ((106.8163991 -6.315942, 106.8170428 -6.3162406, 106.8176651 -6.3162406, 106.8179226 -6.31607, 106.8181801 -6.3163046, 106.818738 -6.3164325, 106.8191671 -6.3166458, 106.8190813 -6.3172217, 106.8197465 -6.3172217, 106.8204331 -6.3173496, 106.8212056 -6.3174776, 106.8218064 -6.3174776, 106.8224716 -6.3173496, 106.8230509 -6.317307, 106.8236518 -6.317307, 106.8237376 -6.3176695, 106.8248105 -6.3177975, 106.8248319 -6.3174136, 106.8249178 -6.3165179, 106.8250251 -6.3158354, 106.8250894 -6.3150249, 106.8252611 -6.3143638, 106.8253898 -6.3135107, 106.82554 -6.3127216, 106.8256473 -6.3119751, 106.8258619 -6.31125, 106.8264842 -6.3114846, 106.8266988 -6.3110793, 106.826806 -6.3102689, 106.8268704 -6.3096504, 106.8270206 -6.3087333, 106.8265486 -6.308712, 106.8257761 -6.3086267, 106.8250251 -6.3086053, 106.8245315 -6.3083707, 106.8245315 -6.3077522, 106.8245744 -6.3070484, 106.8245744 -6.3064086, 106.8236732 -6.3064086, 106.8229222 -6.3064299, 106.8224931 -6.3067498, 106.8218493 -6.3066432, 106.8211198 -6.3066432, 106.8205833 -6.3066432, 106.8205833 -6.3061953, 106.8205189 -6.3057687, 106.8198967 -6.3057687, 106.8190598 -6.3057474, 106.818459 -6.3056621, 106.8184376 -6.3053422, 106.8177724 -6.3052995, 106.8169784 -6.3051716, 106.8162489 -6.3051076, 106.8162703 -6.3059394, 106.8166351 -6.3065152, 106.8170213 -6.3068138, 106.8168711 -6.307411, 106.8165922 -6.3079442, 106.8160343 -6.3079442, 106.8159055 -6.30852, 106.8157983 -6.3090319, 106.8157339 -6.3097144, 106.8159485 -6.3100983, 106.8159914 -6.3104822, 106.8164205 -6.3105675, 106.8170428 -6.3105675, 106.817708 -6.3102049, 106.817708 -6.3106101, 106.817708 -6.311058, 106.8176436 -6.3115912, 106.8175578 -6.3122097, 106.8176007 -6.3128922, 106.8176007 -6.3134254, 106.8176222 -6.3141505, 106.8177938 -6.3147264, 106.8171286 -6.3151956, 106.8164634 -6.3151102, 106.8163991 -6.315942))",Kebun Binatang Ragunan,
