WKT,name,description
"POLYGON ((106.7257066 -6.0868515, 106.6865678 -6.0977758, 106.6954942 -6.1148446, 106.6865678 -6.1305473, 106.6872544 -6.1510285, 106.6879411 -6.1769702, 106.7222734 -6.1892579, 106.72296 -6.2083716, 106.7167802 -6.2254367, 106.7463059 -6.2281671, 106.7476792 -6.2472794, 106.755919 -6.2670735, 106.7607255 -6.2848193, 106.7730851 -6.3073419, 106.7792649 -6.320309, 106.7964311 -6.3148492, 106.810164 -6.3168966, 106.7950578 -6.3448774, 106.7929978 -6.3694447, 106.8122239 -6.3612557, 106.8369432 -6.3571612, 106.8376298 -6.3414652, 106.8520494 -6.3387354, 106.8602891 -6.3537491, 106.8795152 -6.363303, 106.8980546 -6.3701271, 106.9131608 -6.3578436, 106.9193406 -6.3414652, 106.9214005 -6.3107543, 106.9124742 -6.2923269, 106.9035478 -6.2657084, 106.916594 -6.2506922, 106.9365067 -6.2513748, 106.9481797 -6.2472794, 106.9481797 -6.2233889, 106.9632859 -6.2083716, 106.9749589 -6.1783355, 106.9715257 -6.147615, 106.9701524 -6.1284992, 106.9680924 -6.0991413, 106.9358201 -6.1018724, 106.9138474 -6.1018724, 106.8863816 -6.0977758, 106.874022 -6.0977758, 106.8589158 -6.1134791, 106.8417497 -6.118941, 106.8149705 -6.1182583, 106.8005509 -6.1018724, 106.7826982 -6.1114309, 106.7669053 -6.1032379, 106.7435594 -6.0991413, 106.7257066 -6.0868515))",DKI Jakarta,
